"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 13 19:42:29 EDT 2024","Wed Mar 13 19:42:33 EDT 2024","3483","chromium","addServiceProvider.spec.ts","","","","should be able to add a new service provider",""
